"Date","Open","High","Low","Close","Jaw ‌Alligator‌ (y,13,21,8,13,5,8,n)","Teeth ‌Alligator‌ (y,13,21,8,13,5,8,n)","Lips ‌Alligator‌ (y,13,21,8,13,5,8,n)","MA ‌ma‌ (5,ma,0)","MA ‌ma‌ (15,ma,0)"
"Mon Dec 19 2022 14:30:00 GMT+0530 (India Standard Time)","18362.75","18372.30","18361.30","18366.30","18355.31","18346.72","18356.23","18365.37","18361.80"
"Mon Dec 19 2022 14:35:00 GMT+0530 (India Standard Time)","18366.05","18393.50","18363.75","18393.50","18354.43","18347.67","18359.11","18370.68","18364.87"
"Mon Dec 19 2022 14:40:00 GMT+0530 (India Standard Time)","18393.40","18400.45","18386.90","18392.05","18353.75","18348.29","18359.75","18375.86","18367.64"
"Mon Dec 19 2022 14:45:00 GMT+0530 (India Standard Time)","18391.75","18398.30","18385.15","18389.75","18352.34","18349.72","18360.72","18381.04","18370.33"
"Mon Dec 19 2022 14:50:00 GMT+0530 (India Standard Time)","18389.15","18395.70","18384.70","18395.15","18350.51","18351.59","18361.87","18387.35","18373.03"
"Mon Dec 19 2022 14:55:00 GMT+0530 (India Standard Time)","18394.55","18411.05","18393.25","18407.60","18348.94","18353.97","18362.93","18395.61","18375.79"
"Mon Dec 19 2022 15:00:00 GMT+0530 (India Standard Time)","18407.30","18425.05","18404.95","18409.50","18347.90","18356.05","18362.54","18398.81","18378.72"
"Mon Dec 19 2022 15:05:00 GMT+0530 (India Standard Time)","18409.05","18422.30","18405.85","18419.45","18347.70","18356.83","18361.80","18404.29","18381.71"
"Mon Dec 19 2022 15:10:00 GMT+0530 (India Standard Time)","18419.65","18423.60","18414.20","18418.70","18347.63","18357.81","18362.80","18410.08","18385.01"
"Mon Dec 19 2022 15:15:00 GMT+0530 (India Standard Time)","18418.65","18425.50","18416.60","18421.50","18348.15","18358.89","18365.97","18415.35","18389.31"
"Mon Dec 19 2022 15:20:00 GMT+0530 (India Standard Time)","18422.15","18431.25","18421.25","18428.90","18348.49","18359.93","18371.51","18419.61","18393.53"
"Mon Dec 19 2022 15:25:00 GMT+0530 (India Standard Time)","18429.65","18431.10","18421.85","18426.20","18349.36","18360.06","18375.55","18422.95","18397.48"
"Tue Dec 20 2022 09:15:00 GMT+0530 (India Standard Time)","18340.30","18351.35","18310.85","18324.40","18350.54","18359.91","18378.48","18403.94","18394.70"
"Tue Dec 20 2022 09:20:00 GMT+0530 (India Standard Time)","18324.00","18333.85","18304.85","18311.45","18352.08","18360.77","18383.22","18382.49","18391.20"
"Tue Dec 20 2022 09:25:00 GMT+0530 (India Standard Time)","18310.85","18310.90","18292.55","18295.10","18353.51","18363.00","18389.57","18357.21","18386.64"
"Tue Dec 20 2022 09:30:00 GMT+0530 (India Standard Time)","18295.40","18295.40","18258.10","18258.10","18354.19","18366.83","18394.47","18323.05","18379.42"
"Tue Dec 20 2022 09:35:00 GMT+0530 (India Standard Time)","18257.30","18257.30","18214.25","18238.05","18354.99","18369.95","18399.36","18285.42","18369.06"
"Tue Dec 20 2022 09:40:00 GMT+0530 (India Standard Time)","18238.25","18256.30","18230.35","18255.90","18355.87","18372.48","18403.70","18271.72","18359.98"
"Tue Dec 20 2022 09:45:00 GMT+0530 (India Standard Time)","18255.65","18264.45","18240.55","18251.60","18356.74","18376.19","18408.21","18259.75","18350.77"
"Tue Dec 20 2022 09:50:00 GMT+0530 (India Standard Time)","18250.95","18253.05","18239.25","18245.50","18357.07","18381.04","18411.86","18249.83","18340.80"
"Tue Dec 20 2022 09:55:00 GMT+0530 (India Standard Time)","18245.15","18247.65","18216.70","18218.20","18357.20","18385.17","18395.71","18241.85","18328.17"
"Tue Dec 20 2022 10:00:00 GMT+0530 (India Standard Time)","18216.90","18235.00","18210.85","18233.15","18357.94","18389.38","18380.44","18240.87","18316.41"
"Tue Dec 20 2022 10:05:00 GMT+0530 (India Standard Time)","18233.40","18250.80","18232.20","18243.15","18359.53","18393.34","18364.69","18238.32","18304.66"
"Tue Dec 20 2022 10:10:00 GMT+0530 (India Standard Time)","18241.65","18249.05","18230.85","18232.60","18362.16","18397.46","18347.11","18234.52","18292.25"
"Tue Dec 20 2022 10:15:00 GMT+0530 (India Standard Time)","18231.20","18237.80","18220.75","18223.90","18364.43","18401.08","18324.84","18230.20","18279.08"
"Tue Dec 20 2022 10:20:00 GMT+0530 (India Standard Time)","18224.00","18238.40","18217.60","18235.25","18366.42","18392.34","18308.54","18233.61","18266.17"
"Tue Dec 20 2022 10:25:00 GMT+0530 (India Standard Time)","18236.20","18240.70","18222.55","18225.20","18369.16","18383.21","18297.33","18232.02","18252.77"
"Tue Dec 20 2022 10:30:00 GMT+0530 (India Standard Time)","18225.25","18234.25","18223.60","18232.10","18372.69","18373.03","18287.09","18229.81","18246.62"
"Tue Dec 20 2022 10:35:00 GMT+0530 (India Standard Time)","18231.85","18236.00","18229.50","18233.00","18375.87","18360.99","18276.11","18229.89","18241.39"
"Tue Dec 20 2022 10:40:00 GMT+0530 (India Standard Time)","18233.60","18239.10","18224.35","18234.90","18379.18","18345.34","18265.47","18232.09","18237.37"
"Tue Dec 20 2022 10:45:00 GMT+0530 (India Standard Time)","18235.45","18241.30","18224.20","18240.90","18382.40","18332.59","18260.68","18233.22","18236.23"
"Tue Dec 20 2022 10:50:00 GMT+0530 (India Standard Time)","18240.40","18243.90","18231.40","18237.85","18385.78","18322.58","18256.53","18235.75","18236.21"
"Tue Dec 20 2022 10:55:00 GMT+0530 (India Standard Time)","18237.85","18238.80","18225.50","18228.40","18388.91","18313.02","18251.08","18235.01","18234.38"
"Tue Dec 20 2022 11:00:00 GMT+0530 (India Standard Time)","18227.75","18228.75","18211.70","18213.65","18384.46","18302.92","18246.46","18231.14","18231.85"
"Tue Dec 20 2022 11:05:00 GMT+0530 (India Standard Time)","18213.75","18218.40","18203.20","18217.90","18379.45","18292.92","18243.50","18227.74","18230.01"
"Tue Dec 20 2022 11:10:00 GMT+0530 (India Standard Time)","18217.40","18236.75","18215.30","18228.15","18373.47","18286.49","18240.58","18225.19","18230.67"
"Tue Dec 20 2022 11:15:00 GMT+0530 (India Standard Time)","18228.20","18233.90","18224.25","18231.45","18366.03","18280.67","18239.02","18223.91","18230.56"
"Tue Dec 20 2022 11:20:00 GMT+0530 (India Standard Time)","18233.70","18233.70","18220.65","18228.35","18356.01","18274.25","18237.56","18223.90","18229.57"
"Tue Dec 20 2022 11:25:00 GMT+0530 (India Standard Time)","18228.00","18229.60","18220.05","18222.15","18347.34","18268.47","18236.60","18225.60","18228.88"
"Tue Dec 20 2022 11:30:00 GMT+0530 (India Standard Time)","18222.30","18226.65","18216.60","18220.80","18340.05","18263.86","18236.81","18226.18","18228.67"
"Tue Dec 20 2022 11:35:00 GMT+0530 (India Standard Time)","18220.60","18223.10","18214.75","18215.45","18332.83","18259.50","18235.88","18223.64","18227.35"
"Tue Dec 20 2022 11:40:00 GMT+0530 (India Standard Time)","18215.40","18219.45","18209.95","18210.00","18325.08","18256.15","18232.75","18219.35","18226.34"
"Tue Dec 20 2022 11:45:00 GMT+0530 (India Standard Time)","18211.05","18214.35","18205.05","18205.75","18317.23","18253.10","18228.36","18214.83","18224.58"
"Tue Dec 20 2022 11:50:00 GMT+0530 (India Standard Time)","18205.55","18217.95","18204.45","18217.95","18311.40","18250.56","18227.89","18213.99","18223.58"
"Tue Dec 20 2022 11:55:00 GMT+0530 (India Standard Time)","18218.45","18223.35","18212.40","18216.80","18305.90","18248.94","18228.13","18213.19","18222.37"
"Tue Dec 20 2022 12:00:00 GMT+0530 (India Standard Time)","18216.90","18225.20","18216.50","18221.85","18300.01","18246.84","18227.94","18214.47","18221.10"
"Tue Dec 20 2022 12:05:00 GMT+0530 (India Standard Time)","18221.60","18247.05","18221.60","18244.60","18294.47","18243.52","18227.31","18221.39","18221.55"
"Tue Dec 20 2022 12:10:00 GMT+0530 (India Standard Time)","18244.60","18246.50","18238.75","18245.45","18289.64","18239.43","18226.18","18229.33","18222.69"
"Tue Dec 20 2022 12:15:00 GMT+0530 (India Standard Time)","18245.35","18248.10","18240.45","18245.85","18284.97","18237.75","18224.73","18234.91","18224.83"
"Tue Dec 20 2022 12:20:00 GMT+0530 (India Standard Time)","18245.95","18266.50","18245.95","18265.30","18280.95","18236.67","18222.72","18244.61","18227.99"
"Tue Dec 20 2022 12:25:00 GMT+0530 (India Standard Time)","18265.80","18270.80","18261.10","18262.00","18277.16","18235.48","18220.12","18252.64","18230.25"
"Tue Dec 20 2022 12:30:00 GMT+0530 (India Standard Time)","18262.25","18274.30","18261.35","18270.55","18273.75","18234.15","18218.33","18257.83","18232.86"
"Tue Dec 20 2022 12:35:00 GMT+0530 (India Standard Time)","18269.80","18276.65","18263.15","18272.65","18270.97","18232.58","18218.24","18263.27","18235.81"
"Tue Dec 20 2022 12:40:00 GMT+0530 (India Standard Time)","18272.30","18281.35","18271.55","18275.95","18267.98","18230.88","18218.76","18269.29","18239.40"
"Tue Dec 20 2022 12:45:00 GMT+0530 (India Standard Time)","18276.00","18279.15","18262.35","18263.65","18264.31","18228.85","18221.88","18268.96","18242.25"
"Tue Dec 20 2022 12:50:00 GMT+0530 (India Standard Time)","18263.75","18266.50","18252.70","18255.55","18260.19","18226.46","18226.03","18267.67","18244.93"
"Tue Dec 20 2022 12:55:00 GMT+0530 (India Standard Time)","18255.15","18261.80","18254.95","18261.80","18257.57","18224.55","18229.68","18265.92","18248.38"
"Tue Dec 20 2022 13:00:00 GMT+0530 (India Standard Time)","18261.55","18287.40","18261.55","18284.00","18255.37","18223.72","18234.99","18268.19","18253.60"
"Tue Dec 20 2022 13:05:00 GMT+0530 (India Standard Time)","18284.30","18291.90","18272.30","18272.30","18253.20","18223.36","18241.18","18267.46","18257.22"
"Tue Dec 20 2022 13:10:00 GMT+0530 (India Standard Time)","18272.95","18274.65","18261.00","18261.00","18251.02","18224.73","18246.51","18266.93","18260.17"
"Tue Dec 20 2022 13:15:00 GMT+0530 (India Standard Time)","18258.70","18266.55","18253.05","18260.40","18248.76","18226.97","18251.19","18267.90","18262.74"
"Tue Dec 20 2022 13:20:00 GMT+0530 (India Standard Time)","18260.30","18274.05","18259.30","18270.95","18246.47","18229.13","18256.24","18269.73","18264.49"
"Tue Dec 20 2022 13:25:00 GMT+0530 (India Standard Time)","18269.85","18272.65","18261.10","18262.45","18244.02","18232.52","18259.14","18265.42","18265.63"
"Tue Dec 20 2022 13:30:00 GMT+0530 (India Standard Time)","18261.85","18269.70","18254.65","18255.45","18241.38","18236.70","18259.23","18262.05","18266.27"
"Tue Dec 20 2022 13:35:00 GMT+0530 (India Standard Time)","18255.40","18265.30","18247.35","18262.25","18239.06","18240.59","18259.06","18262.30","18266.06"
"Tue Dec 20 2022 13:40:00 GMT+0530 (India Standard Time)","18262.85","18277.40","18260.85","18275.70","18237.43","18244.25","18262.14","18265.36","18266.98"
"Tue Dec 20 2022 13:45:00 GMT+0530 (India Standard Time)","18274.85","18284.05","18274.55","18277.35","18236.16","18248.28","18266.14","18266.64","18267.43"
"Tue Dec 20 2022 13:50:00 GMT+0530 (India Standard Time)","18277.10","18277.70","18262.10","18264.05","18236.01","18251.09","18266.47","18266.96","18266.86"
"Tue Dec 20 2022 13:55:00 GMT+0530 (India Standard Time)","18263.40","18280.30","18263.40","18279.55","18236.52","18252.15","18265.14","18271.78","18267.10"
"Tue Dec 20 2022 14:00:00 GMT+0530 (India Standard Time)","18279.65","18286.00","18278.30","18285.95","18237.12","18252.93","18265.45","18276.52","18268.58"
"Tue Dec 20 2022 14:05:00 GMT+0530 (India Standard Time)","18285.70","18297.50","18281.05","18297.50","18238.59","18255.62","18265.73","18280.88","18271.38"
"Tue Dec 20 2022 14:10:00 GMT+0530 (India Standard Time)","18298.65","18309.55","18298.45","18298.85","18240.69","18258.93","18265.02","18285.18","18273.85"
"Tue Dec 20 2022 14:15:00 GMT+0530 (India Standard Time)","18299.00","18317.80","18292.65","18312.60","18242.78","18260.04","18263.28","18294.89","18275.76"
"Tue Dec 20 2022 14:20:00 GMT+0530 (India Standard Time)","18312.90","18333.85","18311.10","18326.90","18244.87","18260.01","18264.45","18304.36","18279.40"
"Tue Dec 20 2022 14:25:00 GMT+0530 (India Standard Time)","18327.30","18330.35","18320.35","18328.60","18247.30","18260.85","18267.42","18312.89","18283.90"
"Tue Dec 20 2022 14:30:00 GMT+0530 (India Standard Time)","18328.80","18339.75","18319.05","18326.00","18249.10","18261.60","18267.92","18318.59","18288.28"
"Tue Dec 20 2022 14:35:00 GMT+0530 (India Standard Time)","18325.90","18333.05","18322.65","18331.60","18249.91","18261.67","18268.70","18325.14","18292.32"
"Tue Dec 20 2022 14:40:00 GMT+0530 (India Standard Time)","18331.40","18344.40","18331.00","18331.70","18250.56","18261.00","18271.39","18328.96","18296.94"
"Tue Dec 20 2022 14:45:00 GMT+0530 (India Standard Time)","18331.45","18338.35","18313.15","18318.65","18252.40","18262.02","18274.97","18327.31","18301.15"
"Tue Dec 20 2022 14:50:00 GMT+0530 (India Standard Time)","18319.60","18335.65","18318.30","18333.90","18254.68","18264.18","18280.78","18328.37","18305.93"
"Tue Dec 20 2022 14:55:00 GMT+0530 (India Standard Time)","18333.60","18341.70","18331.20","18336.55","18255.69","18264.89","18285.67","18330.48","18309.98"
"Tue Dec 20 2022 15:00:00 GMT+0530 (India Standard Time)","18335.05","18376.05","18335.05","18368.55","18256.01","18265.76","18293.03","18337.87","18316.06"
"Tue Dec 20 2022 15:05:00 GMT+0530 (India Standard Time)","18369.25","18390.65","18369.25","18390.65","18256.83","18267.81","18299.49","18349.66","18324.50"
"Tue Dec 20 2022 15:10:00 GMT+0530 (India Standard Time)","18391.00","18404.65","18390.90","18399.60","18257.60","18270.49","18305.47","18365.85","18332.51"
"Tue Dec 20 2022 15:15:00 GMT+0530 (India Standard Time)","18399.50","18401.65","18381.55","18386.15","18257.95","18274.68","18309.95","18376.30","18339.19"
"Tue Dec 20 2022 15:20:00 GMT+0530 (India Standard Time)","18386.15","18394.85","18383.55","18388.25","18257.83","18278.50","18315.50","18386.64","18345.24"
"Tue Dec 20 2022 15:25:00 GMT+0530 (India Standard Time)","18387.65","18393.55","18383.95","18385.85","18258.70","18284.00","18317.55","18390.10","18351.04"
"Wed Dec 21 2022 09:15:00 GMT+0530 (India Standard Time)","18435.15","18463.50","18435.15","18451.65","18260.28","18289.17","18319.43","18402.30","18360.31"
"Wed Dec 21 2022 09:20:00 GMT+0530 (India Standard Time)","18450.85","18472.50","18449.50","18464.55","18261.02","18294.20","18322.84","18415.29","18369.48"
"Wed Dec 21 2022 09:25:00 GMT+0530 (India Standard Time)","18464.10","18468.50","18450.05","18453.40","18261.86","18298.40","18329.38","18428.74","18377.80"
"Wed Dec 21 2022 09:30:00 GMT+0530 (India Standard Time)","18453.30","18459.35","18428.50","18430.75","18263.42","18303.31","18339.49","18437.24","18384.79"
"Wed Dec 21 2022 09:35:00 GMT+0530 (India Standard Time)","18430.65","18450.80","18412.95","18427.40","18265.41","18306.12","18351.15","18445.55","18391.17"
"Wed Dec 21 2022 09:40:00 GMT+0530 (India Standard Time)","18427.90","18433.90","18399.50","18399.50","18268.37","18308.73","18359.24","18435.12","18395.69"
"Wed Dec 21 2022 09:45:00 GMT+0530 (India Standard Time)","18398.45","18415.10","18396.65","18409.60","18271.21","18312.19","18365.23","18424.13","18401.76"
"Wed Dec 21 2022 09:50:00 GMT+0530 (India Standard Time)","18410.05","18410.50","18390.40","18391.90","18275.15","18317.61","18369.94","18411.83","18405.62"
"Wed Dec 21 2022 09:55:00 GMT+0530 (India Standard Time)","18390.70","18391.80","18368.80","18378.95","18279.01","18325.40","18385.81","18401.47","18408.45"
"Wed Dec 21 2022 10:00:00 GMT+0530 (India Standard Time)","18379.10","18382.15","18364.25","18372.85","18282.89","18334.45","18400.85","18390.56","18408.74"
"Wed Dec 21 2022 10:05:00 GMT+0530 (India Standard Time)","18373.30","18397.65","18370.30","18394.25","18286.35","18341.59","18412.54","18389.51","18408.98"
"Wed Dec 21 2022 10:10:00 GMT+0530 (India Standard Time)","18394.20","18401.15","18386.50","18398.95","18290.30","18347.54","18418.81","18387.38","18408.93"
"Wed Dec 21 2022 10:15:00 GMT+0530 (India Standard Time)","18398.20","18405.50","18372.80","18372.80","18293.03","18352.70","18421.43","18383.56","18408.04"
"Wed Dec 21 2022 10:20:00 GMT+0530 (India Standard Time)","18372.40","18372.40","18347.50","18360.15","18295.64","18364.77","18420.48","18379.80","18406.17"
"Wed Dec 21 2022 10:25:00 GMT+0530 (India Standard Time)","18361.05","18361.05","18350.45","18350.45","18298.78","18376.80","18417.56","18375.32","18403.81"
"Wed Dec 21 2022 10:30:00 GMT+0530 (India Standard Time)","18351.45","18366.80","18346.15","18352.00","18303.14","18387.11","18414.14","18366.87","18397.17"
"Wed Dec 21 2022 10:35:00 GMT+0530 (India Standard Time)","18352.00","18352.00","18342.85","18346.10","18309.05","18394.21","18407.37","18356.30","18389.27"
"Wed Dec 21 2022 10:40:00 GMT+0530 (India Standard Time)","18346.00","18358.90","18339.10","18358.40","18315.88","18398.92","18400.54","18353.42","18382.94"
"Wed Dec 21 2022 10:45:00 GMT+0530 (India Standard Time)","18358.15","18365.15","18348.60","18348.60","18321.70","18401.14","18397.22","18351.11","18377.46"
"Wed Dec 21 2022 10:50:00 GMT+0530 (India Standard Time)","18349.15","18355.10","18344.15","18351.00","18326.89","18401.73","18396.54","18351.22","18372.37"
"Wed Dec 21 2022 10:55:00 GMT+0530 (India Standard Time)","18351.80","18354.40","18348.85","18349.20","18331.65","18401.57","18395.07","18350.66","18369.01"
"Wed Dec 21 2022 11:00:00 GMT+0530 (India Standard Time)","18350.25","18351.55","18340.80","18345.25","18340.70","18398.91","18388.04","18350.49","18364.72"
"Wed Dec 21 2022 11:05:00 GMT+0530 (India Standard Time)","18345.35","18362.45","18342.35","18358.20","18349.96","18395.70","18381.58","18350.45","18362.48"
"Wed Dec 21 2022 11:10:00 GMT+0530 (India Standard Time)","18358.10","18366.15","18356.65","18361.60","18358.37","18394.23","18376.56","18353.05","18361.32"
"Wed Dec 21 2022 11:15:00 GMT+0530 (India Standard Time)","18361.20","18369.60","18356.10","18364.50","18364.95","18394.18","18370.73","18355.75","18360.76"
"Wed Dec 21 2022 11:20:00 GMT+0530 (India Standard Time)","18364.55","18367.00","18351.90","18352.65","18370.10","18393.55","18366.39","18356.44","18357.99"
"Wed Dec 21 2022 11:25:00 GMT+0530 (India Standard Time)","18353.65","18362.15","18352.70","18360.55","18373.68","18389.35","18364.49","18359.50","18355.43"
"Wed Dec 21 2022 11:30:00 GMT+0530 (India Standard Time)","18360.70","18367.30","18358.05","18359.80","18376.16","18385.15","18361.51","18359.82","18354.56"
"Wed Dec 21 2022 11:35:00 GMT+0530 (India Standard Time)","18359.75","18368.60","18357.15","18362.35","18378.03","18381.57","18359.54","18359.97","18354.71"
"Wed Dec 21 2022 11:40:00 GMT+0530 (India Standard Time)","18363.35","18379.80","18363.30","18378.40","18378.20","18377.30","18356.86","18362.75","18356.57"
"Wed Dec 21 2022 11:45:00 GMT+0530 (India Standard Time)","18378.15","18386.20","18372.70","18373.75","18377.82","18373.76","18355.97","18366.97","18358.02"
"Wed Dec 21 2022 11:50:00 GMT+0530 (India Standard Time)","18374.30","18387.05","18372.30","18379.80","18378.29","18371.65","18357.06","18370.82","18360.27"
"Wed Dec 21 2022 11:55:00 GMT+0530 (India Standard Time)","18380.10","18380.15","18367.55","18367.65","18379.49","18368.90","18358.22","18372.39","18360.89"
"Wed Dec 21 2022 12:00:00 GMT+0530 (India Standard Time)","18367.60","18367.85","18350.20","18350.25","18380.23","18366.74","18358.46","18369.97","18361.00"
"Wed Dec 21 2022 12:05:00 GMT+0530 (India Standard Time)","18350.55","18358.15","18344.20","18351.60","18378.67","18364.17","18358.25","18364.61","18361.04"
"Wed Dec 21 2022 12:10:00 GMT+0530 (India Standard Time)","18352.10","18358.20","18325.70","18329.05","18376.91","18362.70","18359.14","18355.67","18359.69"
"Wed Dec 21 2022 12:15:00 GMT+0530 (India Standard Time)","18329.10","18329.10","18302.90","18303.70","18375.33","18362.54","18359.89","18340.45","18356.92"
"Wed Dec 21 2022 12:20:00 GMT+0530 (India Standard Time)","18304.25","18311.20","18296.70","18309.75","18373.19","18362.57","18362.22","18328.87","18353.69"
"Wed Dec 21 2022 12:25:00 GMT+0530 (India Standard Time)","18310.40","18320.95","18308.15","18314.95","18371.33","18362.18","18365.67","18321.81","18350.58"
"Wed Dec 21 2022 12:30:00 GMT+0530 (India Standard Time)","18314.65","18314.65","18290.80","18292.45","18370.21","18361.59","18368.47","18309.98","18345.78"
"Wed Dec 21 2022 12:35:00 GMT+0530 (India Standard Time)","18292.85","18303.95","18289.15","18303.80","18368.63","18361.73","18369.54","18304.93","18342.52"
"Wed Dec 21 2022 12:40:00 GMT+0530 (India Standard Time)","18303.10","18308.85","18292.55","18295.00","18367.32","18361.87","18367.44","18303.19","18338.15"
"Wed Dec 21 2022 12:45:00 GMT+0530 (India Standard Time)","18294.70","18304.40","18279.95","18290.05","18365.70","18363.08","18364.19","18299.25","18333.50"
"Wed Dec 21 2022 12:50:00 GMT+0530 (India Standard Time)","18289.65","18291.50","18273.75","18274.25","18364.67","18365.13","18359.74","18291.11","18327.63"
"Wed Dec 21 2022 12:55:00 GMT+0530 (India Standard Time)","18273.40","18279.45","18267.70","18270.35","18364.42","18366.94","18350.99","18286.69","18320.43"
"Wed Dec 21 2022 13:00:00 GMT+0530 (India Standard Time)","18269.95","18291.95","18266.95","18285.75","18364.30","18367.81","18341.58","18283.08","18314.56"
"Wed Dec 21 2022 13:05:00 GMT+0530 (India Standard Time)","18286.10","18298.75","18281.00","18295.45","18363.93","18366.71","18336.18","18283.17","18308.94"
"Wed Dec 21 2022 13:10:00 GMT+0530 (India Standard Time)","18294.95","18308.25","18293.25","18300.25","18363.43","18364.77","18329.49","18285.21","18304.44"
